id,text,hash
1372,"keep the quirky feel to the city, keep the lanes that have vibrant shops that stock one off items, so we can support locals",6ccf019062f407ac4ac32c385c527a22cdd2c4636ff3ee78413a5f71372e5703
1373,"I don't want fast food outlets close together, causes teenagers to hang around and creates problems, e.g. graffiti, fighting",ba822d307b08b30480204fe1c33e8960499052ecae0aa8f3e18edbcfdf7cc09e
1374,don't want Fast food outlets that neighbour each other. eg KFC on one side and McDonalds directly opposite. Young people congregate there and their presence intimidates others ',e5b5247ae23d8c9b87efb419422ca2b6cff2e36a69e6b33db70c63995c0a7324
1375,don't want.Groups of fast food restaurants which attract litter and loitering,54b495167667acad378b46a8b2c90ad440c6d515bb5bd26726d6eabae8ed83c9
1376,Not a single chain store for unhealthy food,883af64501b3963873cc45a9abd5b1783622871d39d32c36c167c4f34415a5ad
1377,I don't want KFC McDonalds and Burger King etc,4bc24206f77b9d1788fc95b5757e906c2289e046d374ce95e2f8e221291f5038
1378,here should be no fast food outlets.,0be8fdd3ffa366d25cacb5c98dfab12916a5ab9c0ee58e17752cbbaec91fec55
1379,"I don't want fast food outlets they make a lot of mess and attract groups of people who have not a lot of consideration for other people, ie leave there mess on the roads footpaths etc also group together taking up the whole pavement so people have to wind there way through and feel quite intimidated",6e099e6f79a23b1ed57dfcaabf1cdde08aed6f1ab05519a56ab69ff4a6b6bcff
1380,I don't want fast food franchises,0219c641264b047c13143845f44bafbb6f87c7a5416cc267c4b14a33a3dd0fb1
1381,"Ethnic enclaves eg Chinatown, Little India, Italian quarter for eating and entertainment",1a7c494bbf90f63365344fd4626ae3c55c6a1aba81cc4c14b91d4dc2b8dbd31c
1382,I want Chinatown. Every great city has one,8c56c378813e3a06e1ebb1272a3d8fbb779422dbaa621210ec0db85bdc636c19
1383,Would like to see a Chinatown concept developed for Asian restaurants,85455b3fbfc70683ff02590d7a59bfccf1dd5e944a6a89aaa9554122e7179098
1384,ethnic districts.,2daf9fe47c4618ac5931ca2323b954ddedd0573d3a54a32c64de483619dfece2
1385,I want ethnic food restaurants in the city,b3033d8648a30f9a60d39ba459d6cd6348f2405b52849757130d4779bf7afd06
1386,buildings where cafes and restaurants are ground level and businesses on the second level.,016ba02e90e6fe58a3da7cc3903e3fe0e6ca4df95f2208b2acb5e43872a2dac5
1387,"Banks, insurance companies etc should have minimal street frontage, keep the street alive by have varied businesses that add vitality.",28f62de741cb01abf8fc35b5f179a1eb1ff2cb62933c7380563cd1257681f52d
1388,"I don't want buildings that become deserted in the evening, e.g., admin buildings ONLY (banks, insurance)",ba2d07571a95d4eb35013a236a7e7671117a837c05cea7d4eed549832349eb8b
1389,don't want a dominance of commercial and retail businesses that excludes or marginalises normal living and social interaction,723d375e33858794dd0c5bb4ec3e18e3e242017e5c641644165c47ce73d50754
1390,"Significantly reduce the number of professional offices and relocate in nearby suburbs, sydenham, addington",69e9ec614b93dfbade3b161e592cfaf8ab7e230650e7f3e59298a0e220fe65de
1391,"In order to encourage businesses back Government Departments, Ecan and CCC offices should all be returned as quickly as possible",881e650f2fe46e75b558ae30486d8e5d00b8e99403723637034522dfad602f0b
1392,"I'd like to see the government make a bold first step, The IRD building has survived well. I'd like to see other government departments located near it, a sort of government hub",844b21159cf7fd27e1d8b07165ade6047c2fd99ce7f04178ac19f295ad59848e
1393,Have other government departments located in a government hub around the IRD building ie have the government lead the charge of investing in the city.,92e786cca006542393d68a44caeb280aad6af09d2f99c41c9d7bf25fae899fb5
1394,"I want services such as banks and government departments, clusters of dentists and lawyers",86b17fae7a8d542cdfcba1f10dae03cfeb52cd9af8e2a1560cabbd7f5c688d91
1395,"I want life and that means activities that bring it such as arts and concerts. students, eg music and commerce students. professional life such as lawyers and accountants and engineers need to be congregated there as well.",3fc86338ba696e1bc6077b4667c540bf917fe2596f011e3a7744d1a332a73555
1396,a mix of office / shops / urban apartments,0741d7b22a153871b7803e593b21f7993874b3403d830aebd47e96a27a900f59
1397,Premises of a scale and diversity that allow a variety of small businesses to thrive.,a458600ee1d84011313981870f0044444eeb723eb1a42752f5e70504e8fd665a
1398,Strong commercial hub must be the core of any future CBD-by definition.,3e182c133d0642ce4e1947d3ae73854cced8c31933081eae223c63c6b5325b27
1399,I don't want to see a city based just on business and economics as this will not be a step forward for the future.,471d228d918077bb5297572647ef34882dd40d159799d4dbc74a6d0e816e20d7
1400,Less commercial inside the CBD or more apartments.,95220d4c2cccca3a912a5c6fa35f36573335a5b8e0d0cd8991510de5232929bf
1401,"Mixed retail, residential cultural and commercial",56903784c83aaa2b8d25824eddc5a58440d3af1c4e3a225ae2fce15d85a1170d
1402,"Residential and commercial activities need to be accommodated in the same building, shops and commercial on ground floor with floors of apartments living above.",39877a308ea06f2b0f65904d8eb1a97b17e57cdeee6611f3ddc116c4f0ee3f59
1403,I want a mix of business and homes.,f60bffff33b9052e84046df2d63ecc15cd69aa6fdc111c03383bd338a15d4406
1404,"The CBD as a hub for bars, business, restaurants, accom & entertainment. If CHCH activity is less sprawled growth will come naturally.",fa3c0f23640e7781089b26df36ad280ee3dc52f24575e7ed25c15172b5ebb050
1405,"Parts of the University campus come to the city, how about the arts people, get it buzzing with energetic young arty people.",b6ef6e7135e727f8c427e95cdc5f6a059d8cadc33e469633dda4b98053ff091e
1406,"Bring back the University, this will bring vibrancy and people back.",8fdad165f1422e348b99b40a5ade8b9aba814371e3d9fb739d236a4b4b3a4656
1407,Bring university back! Lots of vibrant young people.,2199bca51e35a0254a4c7e9ce5d5d69bcf87149fbacc55d9bb18fe2a088f3945
1408,"move Canterbury University back into town, a steady, large population of students and staff to support cbd business",74d80e2edfecdf7b2a84802e1f99302e7fa801a75884ecad13cbfd905c5ecf86
1409,Bring as many campus institutes back to the CBD as you can. Having students studying in the city gives it life.,84bdc6824811297ce0a7e59fffb10868f04448fb9ee62052c826a33a32ee605e
1410,We really have to be positive about bringing the whole university back into town. The benefits far outway the effort involved to shift.,7e47965cf25c6b6cb247cdb3c7905b5502375f4e7e43a2fd8339b9f8ea864867
1411,"No university in the city, it is nice where it is.",8a4a3a935c85dee226334f8eefaa4f7861c63bba8880078c5c75961d81885bf6
1412,Keep university at Ilam – Do not attempt to fix what isn't broken!,0b4ff9628f6fa6e740ac9d95f8edfe7d657aacfcf9d6da4a0379a11be2f307e7
1413,UC has a billion invested in infrastructure at Ilam. It would have to have a spectacular financial inducement to shift into the city.,298ab85aac23770a70c5bf23ef203de723c91e8a590775487622874d5dbe8f48
1414,I want I personally think having parts of the University in town is a waste of learning time through travel. I've spent 4 years at University and you don't want to be travelling to different campus '.,5bd3b3012d4f07dcffa1a3754fc33b1f6b78933a70d1a387efc587a4c2f14410
1415,"the university should not be in the city. What a waste of the Ilam campus. Bring it into the city with displays, events, presentations, one off occasions.",349c2878da24c71111a5189649b9721f08a0708bf600c765fce5489546b55c4e
1416,schools because we have to cater for future generations,cec3d5aaf9a2ed1a93306bcb1b46828878facc67c75ddfa6ebd7667e85430127
1417,more schools,a361017e65194692e6add7970e4ddb496a3f1a82ca408caaeaac7dcba66d9206
1418,"Bring back schools like Unlimited and Discovery, innovative education.",16923424a4d5f73c7f7c50494942a763dcf2cf77e0c3a25142463b3bdbb6a63f
1419,"Good primary, secondary and tertiary schools.",dfb5a10a3b7cb07f640a37e41564dc8363a1e584893b44a478a8dab646813c26
1420,High quality primary and secondary schools in the inner city would attract families to live there.,6e79599df53040f0aee044796d921cbda0870ead2ca435d1ba6af0c0cbbccbce
1421,Fantastic schools at all levels to attract families and young people.,1ac1cd10f765f9a6250228ab0aaf0d8a6008c433a39828a4de48df4648d0811d
1422,I don't want schools as encourage large groups of kids to hang about the city. Were quite intimidating.,d0068304d21374320e14fc49a255cb722c27b3c63e240767c96903fae9f79f69
1423,Public library incorporate a café.,911f443b7ccb7e92b38c629947b11bda1c7532db12cb8ddbe99087ced7e6eedb
1424,Large public library.,416921a8e9fc3b3700da733ea043bc01aa1a858aaf24d21a626c6be556f639db
1425,a big Library.,14f85ccfc8bf3ffbacc924b60d9224d51fea7a61feba82f801ee0096fb7f689a
1426,I. liked the idea of linking the new university with a tram / town link.,366f0555e9965fcea72249a0854fcc374f779618d56b59fbe96a09517891dc47
1427,Having a separate children's library with a cafe and playground.,52354db68285beb5283122c4ee51801fee976a2ed684f31190784cae7d7113f8
1428,I want more swimming pools because more kids can get interested and learn how to swim.,28fdb98a3bcc68fcd08f35bfb6e8b17e5e9e75db42aa2059b76c7e4f9f210e1f
1429,I want more 50 metre swimming pools. because there are no pools at the moment,4561a97044400109f26cf1c1e76a38aaea9e3964584868d6f0e0d7ab096d1028
1430,"It is important for the future of Christchurch that tourism should continue to be encouraged. Therefore, we need low rise hotels, restaurants, cafes and bars and good shopping opportunities, particularly of New Zealand products. Entertainment is also important and I would love to see new theatres, artist studios and such like being a part of the new concept.",d00deef7239e4648080e5b2b956afbae47b25b89a99b2fbc45fa3d2bbd2824c6
1431,Hotels (2-3 storey low-rise) along the riverside with balcony restaurants for tourists. Punters & kayakers can stop in too for a lunch meal.,9f6e550bb7591994420626a1cc6a61b1b596a5685337d9cce4d41b563e8e3ad6
1432,"the many hotels and backpackers are great for encouraging a vibrant night scene, any night of the week.",7bfff9f32a9003fd636307726bccb0317c7cab4d8ed7f480d8737765364853b7
1433,I want a variety of more modern buildings and interesting tourist attractions for exciting nights out with fine dining and luxury hotels.,f4fa2b0f32063b8e45e63933d817b192f52ea70fb702e5e4ef8417f62134a6bd
1434,"I have been involved in a managerial role for 38 years. In provincial and International Cricket and it is often commented by not only local cricketers, but by players from all over the world how much they like being in the inner city hotels enjoying the various city night life. (P.S. think of paris when deciding on the height of new build).",c4d334e0de46777a938802aa8ef2ddb627606dfaccd0da88dfb85b9c073e4b8e
1435,Give tourist a reason to come and see us,a1d08bdcb459926d141a1cfc838f3b5f93b3887cd1a1cad25d4968037cfa189b
1436,A vibrant city where people want to live is one which attracts tourists. A town designed for tourists make residents go to malls.,26c1c195fcdae84990762d18a8e9348e4d1e6cdde8d194bd92e51d7b71a4f7ad
1437,"It is important for Christchurch future that Tourism should be encouraged, therefore we need low rise hotels, Restaurants, Cafés, bars and good shopping opportunities, particularly of Art Galleries and theatres. A wide range of Businesses must be encouraged established with cheap shops, these are readily accessed in most shopping malls. New Regent Street was part of our Heritage with its great atmosphere and range of shops and it would be great to see it rebuilt.",69eea087530585b3a6ea2c59725bcd6ea5181802ae3fe10f191a67b7185db077
1438,Accommodation from backpackers to more affluent.,69d8c9a86e41bb3b742c79d870a5faa125f9d4ad04d98f1c204793c833a0fa04
1439,"Accommodation, all levels, backpackers to luxury.",0c047ef28799a735b3ecbe84a3b0653c209ca37fe2744de66c7b102a4e0457b8
1440,"Visitor accommodation. Five star, three and four star bed and breakfasts, backpacker hostels.",6f3b3053aed6f8478b9806140f998a1efe36da3a0ec26479f250711e6a4aa7e0
1441,"Industry tends to be 8, 4.30 5 or 5.5 days a week. Need 24 hour / 7day life in CBD.",092c2dad75c557bd569398c37b216d28913bba2c5b30c24431dc2835f0874e28
1442,"factories [ which use smoke ], stinky smells",ff994ec563e7a572bf243f1202faaeac799c94fb90240122c2d84964bcd996cc
1443,The visual aspect. Mostly the premises occupied by these businesses are not visually appealing.,550dbedecb27ecd114897cc1cf73d290d0dbdef8de5c9c8a8c516fbf4ba8979a
1444,"Industrial business generates heavy traffic, noise and pollution which should be kept to the CBD periphery. Only office based business in CBD.",04db76be58553805621d9c359301f6a3b5fd77831e801733878dea5a7aedbd1a
1445,"Industrial firms often noisy, smelly and hazardous plus high heavy traffic count for delivery on and off site Keep them out.",8a55c20ea5ccfaeba1920b86fe4c355694e7eeff179141e410a300383e3c173f
1446,"Don't like the look of them, or the heavy traffic they generate",a0cd528fa607b3544373732df230839ad8df82dc2188be76535014f7d31da5e9
1447,Are usually ugly looking buildings that don't feel safe around them at night.,d060da26d5765ee00cd0444c7e732dbbd8d0e26ffe9671b5dcbb949558a28f9c
1448,"Architecture, footprint, landscaping are crucial for SMALL scale non polluting industries in CBD.",857d38c463cdd48726ff53989f9ec24e1e9ce9ed9ed0a8db7d8cfaa2737b9fb5
1449,"Light industrial (e.g. electronics, software) can get people into the city without adding noise or pollution.",366379b9515a9e9fd4ceb90099e61a5adcc768505119bfddf632d1b69809d09d
1450,Melbourne style restaurant district,460d8d5c94ec17483bdce14bd32a331401b38481a1886821e4053ce3495867cc
1451,"Create precincts of similar activity eg.. Victoria St, Specialist Gifts & Artisan Foods, High Street – Fashion",f20914101dd9ae0f5fa2bdaba871406f631958d93d2ceed28d4b16d1634586f4
1452,"Having a clearly defined shopping quarter, with beautifully presented shops, and the same again for restaurants and eateries.",da0e2546304311dbcd0505b46afaa54d3b995d37f56c20e77aeeb722f356d9c2
1453,Create unique cultural / ethnic precincts within the CBD that provide unique shopping and eating experiences for locals and tourists alike.,6b7d8e40b474de6c1408bd78ffd539eae1bbe1aa87462856fdd96b41e10c4574
1454,Boutique shopping avenues like High St was as they provide a certain flavour to the city.,43c983a68da87e838dc1daef1e5eccd6df78c699377bf91ea7e3a55581b74589
1455,High St and SOL were very special,a145c9a03fbd85d71f4f96cf846c1ae45e328b970d35614fbea0872f6bd24387
1456,a retail hub like high St again.,4328da97c4487b76c67ea37723a180857da9f866e3d450548d44a1736806a586
1457,fashion shops à la High St.,7bec7f41dbcab864d5461030b629277b51490b31f4c17edee6852747fa5d2a38
1458,"Better flow between shops, eateries, town hall, libraries, theatres and galleries. LINK IT TOGETHER.",c13648e20770c9e5dad3c7a084c9d7065df3791e22f7e4e9625660053082382a
1459,"Utilise tram tracks to connect precincts together, make them suitable for all to use, not just tourists. Include them in metro card system and extend tracks to suburbs eg Addington and Riccarton",d993dcca1bd9d8caf4b1454e666e62f1ede7a2b443b12a48c224b8bd2fcf0b93
1460,"Cohesive public transport and cycle lanes. that work in harmony with pedestrian walkways, safe for all.",bfc24debad610155b4eff4ae287e2b7eb4ba074d2c1aa34a33fb8794c036d5c4
1461,linking lanes between precincts to encourage movement which means healthier residents also,c375446545fcbbcf5db3256946dc02553f6251e37e36c71e7d7aed6b83decf90
1462,"Free public transport amongst precincts once in CBD e.g. Trams, monorail",a09b04e31107ff454119f890574b2a810f515e9841954a9986483e9b54c7a423
1463,Remove some of the streets to enable better linking of ‘ precincts '.,c3982ecb65b169130ebbf596f0ade9567a37b233cc54853455cc83c947260fee
1464,"confine adult shops to a small precinct, a red light district, not throughout the city",809496f9c381d9bdf5e3756c35efbec1cc3575780ad3d6592c9e919d7434f646
1465,Take the ‘ Garden City to another level so that it's beautiful and that is exactly what Christchurch is known for.,434314b8698bb31547a532b27f9006537a7b4aaf18bb199141de657f92eb1752
1466,"We already have been awarded the Garden City lets build on that. It is aesthetically pleasing. Great for health; citizens and for tourists. Every building to have a garden maybe small but easy on the eye and breaks up the concrete appearance. October in Christchurch is wonderful with the blossoms etc, maybe a future tourist opportunity, i.e. visit now.",65c0c95be0d1d2c3c4f75bfca4f5e410e540f97c015707803e019ecdeb5182a0
1467,REMEMBER our name.THE GARDEN CITY,4d69d686aab2691bf47d8b0e1a9a42c645b3fbd0f723df5c60fe97148e26063e
1468,make Christchurch more of the Garden City ',3c33a191cd7c70dec07cd64e8f879c66f60154e6c4dfdec2f3ef5552c047f71b
1469,"I would like to see Christchurch following its garden city tag and become a show case of low impact living, roof top gardens etc..",8eda2f7905f4a542051127f9f276f0b0a855fa9f24e89435e4d7c7d8e24961f4
1470,"Enhance the clean, green, garden city image.",acb7be8f6c728995f0a156f3583df1bed835ecd46670dd0125a903433ace6f45
1471,Continue with our garden city image,16b831703dbdd7911506a60664679b17e89104de318f3f054da1343fdf0b37cb
1472,Christchurch is the Garden City let it be a 21st century version relevant to Global pressures.,35922f68fa98a9cade02bd858f3409bdd659bd43434e53574d3e3ba9134fa728
1473,Support the innovative and inspiring Greening the Rubble and Gap Filler projects. The Asko site sets a great example.,346d7ad1e8d3b892a7f58837dec268c1825e17a42196a575003dc5829bd21d6d
1474,Landscape all demolition sites immediately so that they look like a dressed wound rather than an open sore,f5374f5460ed819a84f288093233a1bc723f484102c14d7172fffc96d5ce17d0
1475,no turning empty lots into carparks for years. Either rebuild or green up. Pop up gardens.,56f0607678d89d418a8b7e6ca3fb9ecc5e8b748e7894d58ccc1337243f1df41f
1476,"Welcome people back to the city with a Sunday Parkway : a street circuit closed to motor traffic for walk / bike / etc & markets, festival, fun!",0d3d38ff3f0406cff1e2353a7271847c3ba9d1672f0bbd9bc6b465fb46ae2372
1477,"I propose the use of shipping container architecture, for fast, strong, light, modular rebuilding, with maximum room for creative design to meet community requirements. As shipping containers are weather proof by nature, buildings can be occupied and used as soon as interior fit out is completed, hastening a return to business as usual in the CBD, even whilst the exterior is unfinished.",032285f3d423b9eadc889cba01336e140e40e59880750996092398e3b80d578f
1478,Indoor Markets are located in various overseas cities and would form an attraction / destination for both locals and tourists.,fb3e95f98576a05964e95e11416749de936b9744313900330a8fecdd3a77bc7f
1479,Create inner city open markets to draw the local community back in the short term,9308bf3ba4e180ee3d926e80f7c89260108146454c1b7a3080419a8626b4db6d
1480,"The period of rebuilding should have a fun component to look back on eg temporary artworks, giant ludo boards, labyrinths; not bomb sites.",5f62cec226e1a9cbd39207209150de79041002f2627e77d4f69efc59d9867112
1481,"Quirky installations while we wait for the rebuild, to make us smile again",972735128ed3e31bea2c483cd08cc9d741f6494eb250bbc57fb3da8cccf72f50
1482,Tactical Urbanism Strategies; Pop up shops and cafes in vacant sites.,66e9078a2617fd84fd885a6c917c8c79b03afcb06f531fd07004a506a12c8065
1483,"Tactical urbanism – initiated as soon as possible, with no red tape (play streets, pop up shops, pop up cafes, chair bombing – new tactical urbanism Sarah Goodyear www.grist.org/urbanism/tactical, mobile vendors, temporary pop up experiments)",47d0fbb98b65bc0efed831d26ae7237f8ef97121d1b0f2a1b0329cb6a827d98a
1484,"A free amphitheatre for shows for children and the Buskers Festival, surround it with retail and apartments and GARDEN!",1d5aaaff135f38db9c2da8fef9739adcfc2d918941f42eb9280a1fc2d555a949
1485,Public stages,1768d5f89640b5a968bb0bee9610b1d2ea897d5b187846ed21ee09c4bc68253a
1486,Need an outside amphitheatre for carols by candlelight etc,acba45effa33d46f7ca0e25f1f172f6e41013a1b2bdd007166b63564b05eb927
1487,"An amphitheatre to display music, buskers etc",0a971e0908ee2e56c205065186500723ce3f8609c73c2d1bd6eb93a0c1a02865
1488,an amphitheatre feel for concerts,7a1555fe643ac33acaab562b6edac6b96b2ca655c5bd125469d60eccd9bb3b08
1489,"Small outdoor amphitheatre, street theatre / musicians.",71db71e3412bada65771c7a0037e532500ae8acfb57016b2730f94f6bf5c42a4
1490,A mini amphitheatre for live performers.,f09f8d86a67f452ba5d2674a804030c523e4cc3b90e284e23f9595cd06645f8a
1491,an amphitheatre where there could be different entertainment and displays can be seen on a regular basis.,25d50bc3c55ebc65f473f59649ffbbe51cd8cc90e0f19fb3646facff9fcca50e
1492,"Outdoor amphitheatre for theatre, speakers, entertainers.",f75af400cf677698449d6dc151f536fdb6befa7f1698f723371951278d8480b7
1493,sculpture gardens.,8ffabd0d2772cca8c32358b617adee6c69aca54f4a0c69539db2114db109db5a
1494,More sculptures around city.,46eac2b03aa7897cc5519e279d15acdbaed83d0ad654d9dda7147ee1a31494cb
1495,"I want loads of sculptures, because they are nice.",27a526836410e3e502d10a0af151e290ceef082436534eafd2424e4986343ab7
1496,Lots of greenscape esp trees and gardens Sitting corners. Sculptures.,8c43bae99f6c1c6558fc35ac4b0959b75a8061f22130d67fd75e58e9c43568e7
1497,More outdoor sculptures,41cd80c341a052c85422c07cdd897a0eb5ea2a03926f5e61965ae7fb77ff93d1
1498,interactive sculptures,0d74cc466fa1541b08070cbdbcfeda4fcbface925895490580ee7655cefa3864
1499,Kinetic sculptures,cb43ed366b6e1aaedd77864f432324d3ab14c5ed8e9e32bb8d493ddf05dea618
1500,Artistic sculptures that move in the wind,57e229c9b6d0b6bd8b38ea79b731893c51fb5bdc323efbccc2b47d0508fd1772
1501,Mechanical sculptures powered by wind turbines.,16872f1bb5e53f3cbe1af0da4e51dd9ce43b982dd05d015e48410a7fce9a4b71
1502,more public art work and sculpture in the inner city,5398f4404bce7d9754331a068dad494a471987df6992bc5d0c8184b2a85b212b
1503,sculptures & cool things like that.,5e43b0b46af116b11fb887a5d4b2afe4bdd83d726dd13fda78728e1a7717874e
1504,"love to see art and sculptures around the city, more culture",cbff95230857924bf561a0320e3e24397c657114e219e23e7a78437b7b99eb47
1505,More art and sculpture in amongst buildings,7ceb3313b50d1b2cf405c340e29a302904b5ad77f41808542c5ca395a3d097e7
1506,"Social Ports, seating.",a32c50d80fe0413b5745d224a4afb1092a1c68be4e83895768b1b1a44ff01aee
1507,Outdoor seating for having lunch etc,0e155bd5ee23eebe4819451e57e263815ee97ce36b83bb0b5df3ebc4f279b0cd
1508,plenty of seating.,0159011df08594d0d87241ce06101a758e5da5a98cf00904cde0948810e975f3
1509,A children's playground for young children should be included and some outdoor facility for older children close by.,636ad09651783fe749ec377478bef0ca0e8184da3089b009d95c29b44c262892
1510,a big playground with a climbing wall. The climbing wall needs to start off easy and get harder.,b0e63efe86e3105c7d3a70ab4a90df3dcac6b9f01e639b22ca3685c23ae37d23
1511,"Emphasis on New Zealand culture rather than English, more native trees and cultural attractions.",fe9aa3ebcb5afd5e066e6388fe9cdb8efaf8e8a928f0ab3c8bf8b380222251a0
1512,Christchurch's heritage includes exotic plantings.,4be98c62b6ec141ae03a014c5b06a4bda55577b022c4df99c3b3ac5b690d60c6
1513,English style trees to reflect our English Heritage and Native trees as well to help encourage birds to return.,dc6f5cc070d29293620e0896c19c1f540b1065e6478def7e937d48a74161a944
1514,More New Zealand native trees rather than English.,e640ebd6b5921ff21590513ef0ea294febe9b147b76dea702742f2cbe7d32f18
1515,"Remember this is an English city, so don't get carried away with things Maori, most the population have British roots, including the majority of Maori. So please replant with exotic trees and don't do the ugly PC thing of only planting natives, you can have that in all the rest of NZ, but Chch is known for its Englishness, and remember the hard-working founders who came with ideals they tried to honour.",72e6e482cf3ab5fae15ca811ac6186d6f1cec42e22d85589581ee5321bd63e16
1516,Offer low rise living with roof gardens and underground parking.,ad28d41610608110ec323a1f1a32b2efb712b80a449af99b8f740ddc57f29f9a
1517,At lunch breaks etc. those that worked in the city could make their way out into the roof top gardens kick back and relax away from the busy noisy environment of day to day life at the street level.,3248ef7b29deba7f6bcbcb86de212ac84b87b22b76e1a4079af6de57caffda8a
1518,"The most remarkable thing about an aerial shot of any city is what a great wasteland the rooftops really are. all being perfectly good real estate, but virtually unusable because they are isolated from, and at a different height to, their neighbours. But there is no real reason why roofs can not be connected at a higher level, and used to form a more or less level virtual ground plane.",5ba06384a26a468b02e409ac4f4112cdcaa0a124f604c16e6e8c673c996f2d8f
1519,"Carparking below at ground and underground level, and plaza or rooftop garden above. Gives both parking and greenspace in same footprint.",b3a1b50255da4f1dc95c8471beeb862e57d0c0934f018375705fd5de9873ae31
1520,roof top gardens and green walls. a living eco system of a city abounding with bellbirds and woodpigeons. flow the botanic gardens into city,9a051ffc2f784a2be46045fcd0bbfc2a284c3ce80d24ceaecb7ba469059eff79
1521,Roof top gardens on as many new buildings as possible.,1b361431a15fa3cf6a37b657d9729a90f4472d76915662cf02671ba45e37770d
1522,Low rise replacement buildings eg 3 storey max; ground retail; offices 2nd floor; living 3rd with rooftop [ garden ].,59a7038c654df6833867d13d6703557cc9b05caf2f777568802d22ec0fae0e7e
1523,Roof top gardens for all new buildings within the CBD,41a38e2a6153228fc9bfb80bd5a4fffe8729c541b64a2b4ed825b95bfbb79516
1524,Public access rooftop gardens on lowrise buildings.,1d9c5a26336aa77d88e363295deab506c9ee63d9bcb53dc4886e96d1c4705e99
1525,"Green and modern and pedestrian-friendly, with rooftop gardens on lowrise linked to shops at the same level : a 3-dimensional city",3cd3b61edf899a0718b6fcb9e1d75f064c6423c63b28fc2d7cea25a364ad1b99
1526,"I want all new buildings to have rooftop gardens, this would be good for city environment.",74a52e55dd8c6729d316be9bb2feb4cbf36d37a13e7a020291a28c42c8e9d23e
1527,I want low buildings interconnected by bridges and rooftop gardens.,4bbc685caa6ff8990e560a41818f6555acf433224352caf20ecbb397f4f6a45a
1528,I want loads of roof top gardens!,1981fa5afefa10595223d6e645daa82b5ca3d6d49d9c5117e22daaeff5092676
1529,I want interactive water fountains,77d8f721667ff0932a14d5d052d03fb634860e54215c0cececf0958a52e3eacd
1530,No high rise buildings to shadow.,9af229545dbd6dd38fbc1cab988db787ef673bb03ca7626fa0ecbbf5fcee109c
1531,Prevent wind tunnels,3444c905c75f944de5984953f665cf8f75e94b24fee1c1834420130cffc3ab70
1532,No wind tunnels – we do not want streets with high rise buildings either side,eb949ecbaf9a7e5223b184032947e73b469f1b6c236e9895f65ce17bf9811b68
1533,markets that focus more on food and produce rather than tourist / imported goods.,093c217a91a949a730fcb8f2d3f08193466b4e72624a906da983e855487d73ed
1534,"Get rid of cheap foodstalls, they do nothing for atmosphere, replace with cafes, cinemas and theatres, maybe occasional skilled busker.",04698b5bb934fdf50845c22efd1979c6ab4ae8251c27eff4c837f47d2f348151
1535,Activities to encourage people in e.g. ice skating rink,5ab0226bab4176f9cae91248cd4dc20884ce3de4d7a71f0bb5ef329980e7bc3f
1536,ice skating in the winter.,6c065384ce4e3a0fb9207247e6ce2fdd6ad0a5d45a4c30c4ecd5a41990e5d503
1537,Permanent winter ice skating rink,081133ddb364f2c8676d7ec9ec6a0b4354c39c6e4ecd1626ec20edf6d18e65dd
1538,We think that Victoria Sq has a lovely feel about it.,1a0944665c733fc8c95feee183809932797bc951640e9655ac3ea6b128013620
1539,"Build homeless shelters, get them out of Latimer.",7340a9910021c46b3c61a3188a74c42d0d10c5f6fdfa3d38f412ff3bda760258
1540,Market atmosphere makes a city.,1ee34c41fb015aea66fc5e7b40caa09b8ce1c4ea7e0171c37e9e027b82fe7cd2
1541,"In Asia, it is often the street stalls / markets that bring a city to life after dark.",05bae70c39313dc8de4b57eb958eec6a83e17e9fd5ae04f287ea7f8914db3143
1542,Something like Queen Victoria Markets in Melbourne.,1928c67a9af01fe83e4fdb5c29042682461570f1241c698357ba6f4796cc401c
1543,"Markets much more fun than shops, including a covered market '",8136132650326dfd02965dfe87e7965fee14aebd0754000ecddf12d8524a8c56
1544,Fruit & vege markets in CBD and inner suburbs. Lots of fresh produce (like Melbourne markets. Vic market & south Melbourne market).,ff153d06f872849c696477d00c949ddd1f4b586287f2440cff7ec850bfb4e145
1545,"Farmers Market : A large two level indoor market selling produce, (cheeses, chocolates, fruit and vegetables, etc) and high quality takeaway foods (cakes, meals, etc) with café, etc.. Along lines of Adelaide Market.",4ca9eb4078d5d72a553cb50e6c00e6cd76ed82ca5f3a86559b2db5720bc985db
1546,"A large undercover market like la boquera in Barcelona. It has fish, meat, fruit and vegetables, cafes, bars and every colour and noise possible.",e99b92f25fddddc2a5033b9652fd3f000e610d5e67fc60e4df21fdc0064b6be1
1547,Farmers Markets to increase the availability of quality fresh produce.,75fe1640b9d22fbe320b9c40453943ff24483247316e3340dbfb93a111165978
1548,I want Farmers market large enough to bring down prices of vegetables governed by supermarkets.,0a90087b3c8f01360f18895c85b18f45d822c4404dbec3292f0143d70425daa2
1549,"Canterbury produces some of the best food in New Zealand (I just helped judge the farmers markets NZ awards, it's totally true!) , and this reputation should be nurtured. Making it easier for anyone to set up a stall, either once-off or on a semi-regular basis, gives the city a more diverse food culture.",c3810ca6c5a348a1c8b9b493ea01129c836e7082be85b828119efc9a0e77e69e
1550,"A quality undercover food market with different experience wings e.g. South wing fresh local meat, fish, fruit and veg",0bc77556ff39be6d9159cb3e27f978f3cd5a6f14d0f5ca2f84297a460f0dd342
